,St_01,St_02,St_03,St_04,St_05,St_06,St_07,St_08,St_09,St_10,St_11,St_12,St_13,St_14,St_15,St_16,St_17,St_18
1309.2,195.71,193.05,192.97,194.46,194.21,190.36,187.5,190.67,,185.99,,,,,,,,
1310.2,195.79,193.08,193,194.56,194.26,190.37,187.71,190.7,,185.98,,,,,,,,
1311.1,195.86,193.14,193.04,194.67,194.31,190.38,187.94,190.74,,185.96,,,,,,,,
1312.1,195.91,193.21,193.09,194.78,194.38,190.39,188.16,190.8,,185.94,,,,,,,,
1313.1,195.96,193.31,193.16,194.89,194.42,190.4,188.36,190.87,,185.93,,,,,,,,
1314.1,196,193.42,193.24,195.01,194.45,190.44,188.55,190.94,,185.95,,,,,,,,
1315.1,196.05,193.55,193.31,195.13,194.46,190.5,188.71,190.99,,186,,,,,,,,
1316.1,196.13,193.69,193.37,195.26,194.45,190.57,188.87,191.03,,186.05,,,,,,,,
1317.1,196.22,193.84,193.44,195.37,194.45,190.65,189.03,191.06,,186.09,,,,,,,,
1318.1,196.32,193.98,193.52,195.45,194.46,190.74,189.2,191.07,,186.11,,,,,,,,
1319,196.42,194.12,193.59,195.51,194.49,190.83,189.37,191.09,,186.13,,,,,,,,
1320,196.51,194.24,193.67,195.55,194.52,190.93,189.54,191.12,,186.16,,,,,,,,
1321,196.61,194.35,193.74,195.58,194.54,191.05,189.67,191.15,,186.21,,,,,,,,
1322,196.72,194.45,193.81,195.59,194.56,191.19,189.78,191.17,,186.29,,,,,,,,
1323,196.83,194.53,193.88,195.6,194.59,191.34,189.86,191.18,,186.39,,,,,,,,
1324,196.94,194.6,193.95,195.59,194.65,191.51,189.94,191.17,,186.48,,,,,,,,
1325,197.06,194.64,194.02,195.56,194.72,191.69,190.02,191.16,,186.55,,,,,,,,
1325.9,197.17,194.67,194.1,195.51,194.81,191.88,190.11,191.17,,186.61,,,,,,,,
1326.9,197.26,194.71,194.16,195.46,194.89,192.08,190.21,191.18,,186.65,,,,,,,,
1327.9,197.33,194.74,194.2,195.44,194.96,192.31,190.29,191.21,,186.69,,,,,,,,
1328.9,197.4,194.79,194.23,195.45,195.03,192.55,190.34,191.23,,186.73,,,,,,,,
1329.9,197.45,194.83,194.26,195.48,195.1,192.8,190.37,191.25,,186.77,,,,,,,,
1330.9,197.5,194.87,194.3,195.53,195.18,193.05,190.38,191.26,,186.81,,,,,,,,
1331.9,197.54,194.91,194.35,195.58,195.27,193.3,190.4,191.27,,186.82,,,,,,,,
1332.8,197.56,194.94,194.39,195.64,195.36,193.54,190.43,191.27,,186.81,,,,,,,,
1333.8,197.59,194.99,194.43,195.72,195.42,193.78,190.49,191.28,,186.78,,,,,,,,
1334.8,197.62,195.04,194.46,195.83,195.47,194.01,190.54,191.3,,186.73,,,,,,,,
1335.8,197.65,195.11,194.48,195.96,195.5,194.22,190.59,191.31,,186.7,,,,,,,,
1336.8,197.69,195.18,194.5,196.11,195.55,194.42,190.6,191.32,,186.67,,,,,,,,
1337.8,197.74,195.25,194.54,196.25,195.6,194.59,190.59,191.32,,186.66,,,,,,,,
1338.8,197.79,195.3,194.6,196.39,195.67,194.74,190.57,191.32,,186.66,,,,,,,,
1339.7,197.85,195.34,194.67,196.52,195.74,194.89,190.55,191.31,,186.68,,,,,,,,
1340.7,197.91,195.36,194.73,196.64,195.81,195.03,190.56,191.31,,186.69,,,,,,,,
1341.7,197.97,195.38,194.78,196.77,195.85,195.16,190.59,191.31,,186.69,,,,,,,,
1342.7,198.03,195.39,194.83,196.9,195.86,195.28,190.62,191.31,,186.7,,,,,,,,
1343.7,198.1,195.41,194.86,197.02,195.85,195.38,190.64,191.33,,186.72,,,,,,,,
1344.7,198.15,195.44,194.89,197.13,195.84,195.48,190.62,191.34,,186.76,,,,,,,,
1345.7,198.2,195.48,194.92,197.22,195.83,195.58,190.58,191.35,,186.82,,,,,,,,
1346.7,198.23,195.52,194.95,197.3,195.83,195.68,190.54,191.35,,186.87,,,,,,,,
1347.6,198.27,195.55,194.98,197.38,195.81,195.77,190.52,191.35,,186.92,,,,,,,,
1348.6,198.3,195.59,195.02,197.45,195.79,195.87,190.53,191.35,,186.96,,,,,,,,
1349.6,198.33,195.63,195.05,197.53,195.75,195.95,190.55,191.36,,186.98,,,,,,,,
1350.6,198.36,195.7,195.08,197.59,195.68,196.02,190.59,191.37,,187,,,,,,,,
1351.6,198.4,195.8,195.11,197.63,195.6,196.07,190.63,191.38,,187.01,,,,,,,,
1352.6,198.44,195.93,195.14,197.65,195.55,196.12,190.64,191.37,,187.04,,,,,,,,
1353.6,198.49,196.09,195.18,197.67,195.53,196.16,190.65,191.36,,187.07,,,,,,,,
1354.5,198.55,196.25,195.23,197.69,195.54,196.21,190.67,191.35,,187.1,,,,,,,,
1355.5,198.63,196.4,195.28,197.7,195.58,196.26,190.73,191.33,,187.11,,,,,,,,
1356.5,198.72,196.54,195.34,197.7,195.62,196.28,190.83,191.32,,187.11,,,,,,,,
1357.5,198.81,196.69,195.4,197.69,195.67,196.29,190.96,191.31,,187.09,,,,,,,,
1358.5,198.91,196.85,195.44,197.67,195.73,196.27,191.1,191.31,,187.08,,,,,,,,
1359.5,199.02,197.03,195.47,197.65,195.81,196.23,191.24,191.29,,187.08,,,,,,,,
1360.5,199.13,197.2,195.49,197.63,195.9,196.18,191.35,191.26,,187.09,,,,,,,,
1361.4,199.23,197.36,195.51,197.61,196.01,196.12,191.45,191.22,,187.11,,,,,,,,
1362.4,199.32,197.51,195.53,197.61,196.11,196.05,191.55,191.18,,187.14,,,,,,,,
1363.4,199.41,197.64,195.54,197.61,196.2,195.97,191.66,191.16,,187.15,,,,,,,,
1364.4,199.48,197.76,195.55,197.62,196.26,195.88,191.76,191.16,,187.17,,,,,,,,
1365.4,199.54,197.88,195.57,197.64,196.31,195.77,191.86,191.18,,187.19,,,,,,,,
1366.4,199.6,198,195.6,197.68,196.35,195.66,191.94,191.19,,187.24,,,,,,,,
1367.4,199.66,198.12,195.63,197.72,196.38,195.56,191.99,191.18,,187.31,,,,,,,,
1368.4,199.71,198.23,195.66,197.78,196.39,195.48,192.01,191.16,,187.4,,,,,,,,
1369.3,199.74,198.33,195.7,197.83,196.38,195.43,192,191.15,,187.49,,,,,,,,
1370.3,199.76,198.42,195.75,197.89,196.32,195.4,191.98,191.15,,187.59,,,,,,,,
1371.3,199.78,198.5,195.82,197.96,196.25,195.38,191.97,191.19,,187.67,,,,,,,,
1372.3,199.81,198.57,195.9,198.03,196.16,195.38,191.96,191.25,,187.75,,,,,,,,
1373.3,199.86,198.65,196,198.11,196.08,195.4,191.97,191.31,,187.82,,,,,,,,
1374.3,199.92,198.72,196.11,198.18,195.99,195.44,191.99,191.36,,187.9,,,,,,,,
1375.3,199.99,198.78,196.22,198.24,195.9,195.49,192.01,191.38,,187.98,,,,,,,,
1376.2,200.06,198.84,196.32,198.28,195.8,195.57,192.02,191.38,,188.05,,,,,,,,
1377.2,200.12,198.89,196.43,198.3,195.69,195.66,192.02,191.38,,188.11,,,,,,,,
1378.2,200.17,198.94,196.54,198.33,195.56,195.76,192.03,191.4,,188.16,,,,,,,,
1379.2,200.23,198.98,196.67,198.35,195.42,195.86,192.06,191.44,,188.19,,,,,,,,
1380.2,200.31,199.01,196.81,198.36,,195.96,192.12,191.48,,188.21,,,,,,,,
1381.2,200.42,199.03,196.95,198.37,,196.07,192.2,191.49,,188.24,,,,,,,,
1382.2,200.54,199.06,197.08,198.38,,196.19,192.28,191.49,,188.27,,,,,,,,
1383.1,200.65,199.08,197.21,198.38,,196.32,192.36,191.47,,188.32,,,,,,,,
1384.1,200.74,199.11,197.32,198.36,,196.46,192.42,191.45,,188.37,,,,,,,,
1385.1,200.83,199.12,197.42,198.33,,196.6,192.47,191.42,,188.43,,,,,,,,
1386.1,200.92,199.12,197.51,198.3,,196.74,192.54,191.41,,188.49,,,,,,,,
1387.1,201.03,199.1,197.6,198.27,,196.87,192.62,191.39,,188.56,,,,,,,,
1388.1,201.14,199.07,197.68,198.25,,197,192.72,191.37,,188.64,,,,,,,,
1389.1,201.24,199.04,197.74,198.24,,197.14,192.82,191.34,,188.73,,,,,,,,
1390,201.31,199.02,197.79,198.23,,197.28,192.91,191.3,,188.83,,,,,,,,
1391,201.35,199.03,197.83,198.22,,197.42,192.96,191.26,,188.94,,,,,,,,
1392,201.38,199.05,197.87,198.22,,197.56,192.99,191.22,,189.04,,,,,,,,
1393,201.39,199.07,197.91,198.22,,197.7,193,191.17,,189.14,,,,,,,,
1394,201.4,199.1,197.95,198.22,,197.83,193.01,191.11,,189.23,,,,,,,,
1395,201.41,199.14,198.01,198.23,,197.96,193.02,191.05,,189.32,,,,,,,,
1396,201.4,199.2,198.09,198.28,,198.1,193.03,191.01,,189.41,,,,,,,,
1396.9,201.38,199.3,198.18,198.35,,198.24,193.04,190.99,,189.49,,,,,,,,
1397.9,201.35,199.43,198.27,198.44,,198.39,193.04,190.97,,189.56,,,,,,,,
1398.9,201.33,199.59,198.36,198.52,,198.55,193.02,190.96,,189.63,,,,,,,,
1399.9,201.34,199.76,198.46,198.58,,198.7,192.99,190.94,,189.68,,,,,,,,
1400.9,201.37,199.95,198.56,198.62,,198.86,192.98,190.91,,189.73,,,,,,,,
1401.9,201.42,200.12,198.67,198.64,,199.02,193,190.89,,189.77,,,,,,,,
1402.9,201.48,200.29,198.77,198.66,,199.17,193.06,190.88,,189.81,,,,,,,,
1403.8,201.54,200.45,198.88,198.68,,199.33,193.16,190.9,,189.84,,,,,,,,
1404.8,201.6,200.6,198.99,198.71,,199.47,193.29,190.94,,189.88,,,,,,,,
1405.8,201.65,200.74,199.11,198.74,,199.61,193.43,190.98,,189.92,,,,,,,,
1406.8,201.71,200.87,199.22,198.75,,199.75,193.57,191.01,,189.95,,,,,,,,
1407.8,201.77,200.95,199.34,198.75,,199.87,193.71,191.04,,189.98,,,,,,,,
1408.8,201.84,201,199.46,198.74,,199.97,193.87,191.06,,190,,,,,,,,
1409.8,201.89,201.02,199.59,198.75,,200.06,194.06,191.1,,190.02,,,,,,,,
1410.8,201.94,201.01,199.72,198.8,,200.13,194.27,191.16,,190.05,,,,,,,,
1411.7,201.99,200.98,199.84,198.9,,200.2,194.49,191.24,,190.08,,,,,,,,
1412.7,202.03,200.93,199.97,199.04,,200.24,194.69,191.34,,190.12,,,,,,,,
1413.7,202.09,200.89,200.1,199.22,,200.27,194.88,191.43,,190.17,,,,,,,,
1414.7,202.16,200.87,200.24,199.4,,200.3,195.05,191.52,,190.21,,,,,,,,
1415.7,202.24,200.86,200.37,199.57,,200.31,195.21,191.59,,190.24,,,,,,,,
1416.7,202.34,200.87,200.5,199.74,,200.33,195.37,191.65,,190.28,,,,,,,,
1417.7,202.47,200.91,200.62,199.92,,200.35,195.54,191.72,,190.33,,,,,,,,
1418.6,202.6,200.97,200.75,200.1,,200.39,195.72,191.79,,190.39,,,,,,,,
1419.6,202.75,201.07,200.87,200.29,,200.44,195.89,191.86,,190.45,,,,,,,,
1420.6,202.9,201.18,201.02,200.48,,200.51,196.03,191.91,,190.52,,,,,,,,
1421.6,203.04,201.32,201.19,200.65,,200.6,196.16,191.94,,190.6,,,,,,,,
1422.6,203.19,201.48,201.38,200.79,,200.71,196.28,191.97,,190.68,,,,,,,,
1423.6,203.33,201.65,201.57,200.88,,200.83,196.41,191.97,,190.76,,,,,,,,
1424.6,203.48,201.81,201.75,200.94,,200.96,196.54,191.97,,190.84,,,,,,,,
1425.5,203.61,201.96,201.91,200.98,,201.11,196.68,191.96,,190.94,,,,,,,,
1426.5,203.73,202.1,202.07,201.02,,201.29,196.81,191.96,,191.05,,,,,,,,
1427.5,203.82,202.22,202.24,201.08,,201.48,196.92,,,191.17,,,,,,,,
1428.5,203.9,202.32,202.39,201.14,,201.68,197.02,,,191.29,,,,,,,,
1429.5,203.97,202.38,202.53,201.2,,201.89,197.13,,,191.42,,,,,,,,
1430.5,204.05,202.42,202.65,201.24,,202.1,197.25,,,191.56,,,,,,,,
1431.5,204.13,202.44,202.74,201.25,,202.29,197.4,,,191.71,,,,,,,,
1432.4,204.21,202.45,202.8,201.28,,202.48,197.55,,,191.88,,,,,,,,
1433.4,204.27,202.45,202.83,201.31,,202.66,197.71,,,192.08,,,,,,,,
1434.4,204.31,202.44,202.87,201.37,,202.86,197.87,,,192.29,,,,,,,,
1435.4,204.33,202.43,202.92,201.45,,203.06,198.03,,,192.52,,,,,,,,
1436.4,204.35,202.42,202.99,201.53,,203.26,198.19,,,192.76,,,,,,,,
1437.4,204.4,202.41,203.05,201.61,,203.45,198.36,,,193.01,,,,,,,,
1438.4,204.48,202.41,203.1,201.68,,203.62,198.53,,,193.28,,,,,,,,
1439.3,204.58,202.42,203.16,201.73,,203.79,198.7,,,193.55,,,,,,,,
1440.3,204.67,202.46,203.24,201.79,,203.94,198.86,,,193.84,,,,,,,,
1441.3,204.74,202.52,203.33,201.86,,204.1,198.99,,,194.12,,,,,,,,
1442.3,204.78,202.6,203.42,201.92,,204.25,199.09,,,194.4,,,,,,,,
1443.3,204.84,202.7,203.51,201.98,,204.4,199.18,,,194.66,,,,,,,,
1444.3,204.91,202.81,203.63,202.01,,204.54,199.25,,,194.89,,,,,,,,
1445.3,205.03,202.93,203.75,202.04,,204.67,199.31,,,195.09,,,,,,,,
1446.2,205.18,203.06,203.86,202.07,,204.8,199.36,,,195.26,,,,,,,,
1447.2,205.35,203.2,203.95,202.09,,204.92,199.39,,,195.42,,,,,,,,
1448.2,205.49,203.35,204.04,202.12,,205.04,199.41,,,195.56,,,,,,,,
1449.2,205.6,203.51,204.13,202.16,,205.13,199.42,,,195.69,,,,,,,,
1450.2,205.69,203.67,204.22,202.19,,205.21,199.42,,,195.78,,,,,,,,
1451.2,205.78,203.83,204.3,202.23,,205.28,199.43,,,195.86,,,,,,,,
1452.2,205.89,203.99,204.38,202.28,,205.34,199.46,,,195.92,,,,,,,,
1453.1,206.03,204.14,204.48,202.34,,205.41,199.5,,,195.97,,,,,,,,
1454.1,206.19,204.29,204.57,202.42,,205.47,199.55,,,196.03,,,,,,,,
1455.1,206.35,204.43,204.67,202.5,,205.52,199.61,,,196.1,,,,,,,,
1456.1,206.48,204.59,204.74,202.58,,205.56,199.67,,,196.19,,,,,,,,
1457.1,206.58,204.74,204.8,202.65,,205.58,199.75,,,196.29,,,,,,,,
1458.1,206.66,204.89,204.86,202.72,,205.6,199.83,,,196.41,,,,,,,,
1459.1,206.75,205.02,204.92,202.79,,205.61,199.93,,,196.54,,,,,,,,
1460,206.87,205.14,205,202.87,,205.64,200.04,,,196.69,,,,,,,,
1461,207,205.23,205.09,202.95,,205.69,200.14,,,196.87,,,,,,,,
1462,207.14,205.32,205.17,203.02,,205.74,200.23,,,197.07,,,,,,,,
1463,207.28,205.39,205.24,203.07,,205.78,200.31,,,197.29,,,,,,,,
1464,207.4,205.44,205.3,203.11,,205.82,200.39,,,197.51,,,,,,,,
1465,207.49,205.48,205.36,203.12,,205.84,200.48,,,197.75,,,,,,,,
1466,207.58,205.51,205.42,203.14,,205.87,200.57,,,197.99,,,,,,,,
1466.9,207.67,205.52,205.5,203.17,,205.89,200.67,,,198.24,,,,,,,,
1467.9,207.77,205.51,205.59,203.21,,205.92,200.75,,,198.49,,,,,,,,
1468.9,207.88,205.49,205.69,203.23,,205.95,200.82,,,198.74,,,,,,,,
1469.9,207.98,205.49,205.78,203.24,,205.98,200.9,,,199,,,,,,,,
1470.9,208.07,205.53,205.83,203.22,,206,201,,,199.26,,,,,,,,
1471.9,208.14,205.59,205.88,203.18,,205.99,201.12,,,199.52,,,,,,,,
1472.9,208.22,205.66,205.92,203.13,,205.97,201.26,,,199.77,,,,,,,,
1473.8,208.29,205.76,205.98,203.08,,205.94,201.41,,,200.03,,,,,,,,
1474.8,208.37,205.87,206.05,203.06,,205.91,201.55,,,200.29,,,,,,,,
1475.8,208.45,206,206.11,203.06,,205.89,201.67,,,200.56,,,,,,,,
1476.8,208.54,206.14,206.17,203.06,,205.87,201.78,,,200.82,,,,,,,,
1477.8,208.62,206.29,206.2,203.05,,205.86,201.9,,,201.07,,,,,,,,
1478.8,208.71,206.46,206.23,203.03,,205.86,202.03,,,201.32,,,,,,,,
1479.8,208.79,206.63,206.28,203.03,,205.85,202.17,,,201.56,,,,,,,,
1480.7,208.88,206.79,206.35,203.07,,205.82,202.3,,,201.77,,,,,,,,
1481.7,208.96,206.92,206.45,203.15,,205.79,202.42,,,201.97,,,,,,,,
1482.7,209.04,207.04,206.56,203.27,,205.78,202.51,,,202.16,,,,,,,,
1483.7,209.12,207.15,206.66,203.44,,205.79,202.57,,,202.34,,,,,,,,
1484.7,209.18,207.25,206.74,203.62,,205.82,202.61,,,202.5,,,,,,,,
1485.7,209.24,207.35,206.81,203.8,,205.87,202.67,,,202.66,,,,,,,,
1486.7,209.31,207.43,206.89,203.98,,205.93,202.76,,,202.81,,,,,,,,
1487.6,209.38,207.52,206.97,204.17,,205.98,202.86,,,202.96,,,,,,,,
1488.6,209.44,207.6,207.08,204.37,,206.03,202.96,,,203.1,,,,,,,,
1489.6,209.51,207.67,207.19,204.58,,206.08,203.04,,,203.25,,,,,,,,
1490.6,209.56,207.74,207.3,204.81,,206.15,203.1,,,203.41,,,,,,,,
1491.6,209.62,207.8,207.38,205.05,,206.25,203.15,,,203.58,,,,,,,,
1492.6,209.67,207.87,207.46,205.26,,206.35,203.21,,,203.76,,,,,,,,
1493.6,209.72,207.93,207.54,205.45,,206.45,203.31,,,203.95,,,,,,,,
1494.5,209.78,207.99,207.64,205.6,,206.52,203.44,,,204.15,,,,,,,,
1495.5,209.83,208.04,207.77,205.73,,206.57,203.57,,,204.36,,,,,,,,
1496.5,209.88,208.09,207.92,205.84,,206.6,203.7,,,204.57,,,,,,,,
1497.5,209.92,208.12,208.07,205.95,,206.62,203.81,,,204.79,,,,,,,,
1498.5,209.95,208.15,208.23,206.06,,206.64,203.91,,,205.01,,,,,,,,
1499.5,209.98,208.18,208.38,206.16,,206.66,204.02,,,205.23,,,,,,,,
1500.5,210,208.21,208.53,206.23,,206.67,204.14,,,205.45,,,,,,,,
1501.4,210.04,208.25,208.68,206.27,,206.64,204.27,,,205.66,,,,,,,,
1502.4,210.08,208.31,208.83,206.28,,206.6,204.41,,,205.85,,,,,,,,
1503.4,210.12,208.38,209,206.27,,206.55,204.53,,,206.01,,,,,,,,
1504.4,210.17,208.46,209.17,206.27,,206.52,204.61,,,206.15,,,,,,,,
1505.4,210.22,208.54,209.34,206.28,,206.51,204.68,,,206.25,,,,,,,,
1506.4,210.28,208.62,209.5,206.31,,206.52,204.73,,,206.33,,,,,,,,
1507.4,210.33,208.7,209.64,206.36,,206.55,204.78,,,206.38,,,,,,,,
1508.3,210.37,208.8,209.78,206.41,,206.57,204.84,,,206.41,,,,,,,,
1509.3,210.41,208.9,209.93,206.46,,206.58,204.89,,,206.4,,,,,,,,
1510.3,210.44,209.01,210.08,206.5,,206.6,204.94,,,206.37,,,,,,,,
1511.3,210.46,209.11,210.22,206.55,,206.62,204.99,,,206.32,,,,,,,,
1512.3,210.48,209.2,210.37,206.61,,206.67,205.04,,,206.25,,,,,,,,
1513.3,210.5,209.26,210.51,206.7,,206.73,205.09,,,206.2,,,,,,,,
1514.3,210.52,209.29,210.64,206.81,,206.8,205.14,,,206.15,,,,,,,,
1515.2,210.51,209.32,210.76,206.95,,206.86,205.22,,,206.12,,,,,,,,
1516.2,210.48,209.33,210.87,207.09,,206.92,205.32,,,206.09,,,,,,,,
1517.2,210.45,209.35,210.99,207.23,,206.96,205.44,,,206.08,,,,,,,,
1518.2,210.43,209.37,211.09,207.35,,206.99,205.57,,,206.07,,,,,,,,
1519.2,210.44,209.37,211.19,207.47,,207.03,205.71,,,206.09,,,,,,,,
1520.2,210.48,209.36,211.28,207.59,,207.06,205.85,,,206.12,,,,,,,,
1521.2,210.53,209.34,211.35,207.73,,207.09,206,,,206.17,,,,,,,,
1522.1,210.58,209.32,211.43,207.89,,207.13,206.14,,,206.24,,,,,,,,
1523.1,210.61,209.33,211.49,208.06,,207.16,206.27,,,206.31,,,,,,,,
1524.1,210.64,209.37,211.55,208.24,,207.19,206.41,,,206.38,,,,,,,,
1525.1,210.66,209.43,211.6,208.4,,207.2,206.55,,,206.44,,,,,,,,
1526.1,210.7,209.52,211.65,208.53,,207.2,206.66,,,206.49,,,,,,,,
1527.1,210.77,209.62,211.68,208.64,,207.2,206.76,,,206.54,,,,,,,,
1528,210.86,209.72,211.71,208.75,,207.2,206.85,,,206.59,,,,,,,,
1529,210.95,209.83,211.72,208.86,,207.21,206.94,,,206.62,,,,,,,,
1530,211.01,209.95,211.74,208.98,,207.24,207.05,,,206.64,,,,,,,,
1531,211.05,210.08,211.75,209.09,,207.28,207.15,,,206.64,,,,,,,,
1532,211.08,210.22,211.76,209.19,,207.32,207.26,,,206.61,,,,,,,,
1533,211.11,210.36,211.78,209.27,,207.37,207.38,,,206.57,,,,,,,,
1534,211.17,210.49,211.8,209.33,,207.4,207.51,,,206.52,,,,,,,,
1534.9,211.26,210.6,211.84,209.38,,207.43,207.67,,,206.47,,,,,,,,
1535.9,211.38,210.7,211.89,209.43,,207.46,207.88,,,206.42,,,,,,,,
1536.9,211.49,210.8,211.94,209.48,,207.5,208.11,,,206.36,,,,,,,,
1537.9,211.59,210.9,212.01,209.54,,207.54,208.37,,,206.28,,,,,,,,
1538.9,211.66,211,212.09,209.59,,207.57,208.61,,,206.21,,,,,,,,
1539.9,211.71,211.11,212.17,209.65,,207.6,208.85,,,206.13,,,,,,,,
1540.9,211.78,211.22,212.25,209.71,,207.61,209.07,,,206.05,,,,,,,,
1541.8,211.86,211.32,212.35,209.78,,207.61,209.29,,,206.01,,,,,,,,
1542.8,211.96,211.42,212.47,209.85,,207.59,209.53,,,205.99,,,,,,,,
1543.8,212.08,211.53,212.6,209.91,,207.57,209.78,,,205.99,,,,,,,,
1544.8,212.19,211.63,212.73,209.96,,207.56,210.03,,,205.99,,,,,,,,
1545.8,212.28,211.74,212.83,210,,207.57,210.24,,,205.99,,,,,,,,
1546.8,212.35,211.85,212.91,210.05,,207.61,210.41,,,206,,,,,,,,
1547.8,212.41,211.95,212.99,210.11,,207.65,210.53,,,206.04,,,,,,,,
1548.7,212.49,212.03,213.07,210.17,,207.71,210.65,,,206.11,,,,,,,,
1549.7,212.59,212.1,213.16,210.24,,207.77,210.77,,,206.21,,,,,,,,
1550.7,212.71,212.16,213.26,210.31,,207.83,210.9,,,206.33,,,,,,,,
1551.7,212.83,212.21,213.37,210.36,,207.9,211.02,,,206.47,,,,,,,,
1552.7,212.94,212.27,213.47,210.39,,207.98,211.13,,,206.6,,,,,,,,
1553.7,213.03,212.33,213.54,210.42,,208.07,211.21,,,206.74,,,,,,,,
1554.7,213.1,212.38,213.6,210.47,,208.17,211.25,,,206.89,,,,,,,,
1555.6,213.17,212.44,213.66,210.53,,208.27,211.27,,,207.05,,,,,,,,
1556.6,213.25,212.49,213.75,210.6,,208.35,211.32,,,207.22,,,,,,,,
1557.6,213.34,212.55,213.85,210.68,,208.42,211.39,,,207.4,,,,,,,,
1558.6,213.44,212.61,213.94,210.75,,208.47,211.5,,,207.57,,,,,,,,
1559.6,213.53,212.69,214.02,210.81,,208.51,211.6,,,207.73,,,,,,,,
1560.6,213.61,212.77,214.06,210.84,,208.54,211.68,,,207.89,,,,,,,,
1561.6,213.68,212.87,214.09,210.87,,208.56,211.73,,,208.05,,,,,,,,
1562.5,213.75,212.97,214.11,210.9,,208.59,211.77,,,208.22,,,,,,,,
1563.5,213.82,213.07,214.13,210.96,,208.61,211.79,,,208.39,,,,,,,,
1564.5,213.91,213.17,214.16,211.03,,208.64,211.83,,,208.56,,,,,,,,
1565.5,214.01,213.28,214.21,211.09,,208.67,211.88,,,208.74,,,,,,,,
1566.5,214.1,213.38,214.25,211.13,,208.67,211.94,,,208.93,,,,,,,,
1567.5,214.17,213.49,214.28,211.14,,208.64,211.97,,,209.11,,,,,,,,
1568.4,214.24,213.6,214.3,211.12,,208.61,211.98,,,209.3,,,,,,,,
1569.4,214.31,213.7,214.34,211.09,,208.58,211.94,,,209.48,,,,,,,,
1570.4,214.38,213.8,214.42,211.06,,208.56,211.9,,,209.65,,,,,,,,
1571.4,214.46,213.9,214.53,211.04,,208.55,211.88,,,209.83,,,,,,,,
1572.4,214.52,213.99,214.66,211.05,,208.56,211.9,,,210,,,,,,,,
1573.4,214.58,214.07,214.78,211.04,,208.58,211.96,,,210.17,,,,,,,,
1574.4,214.61,214.16,214.88,211.02,,208.58,212.06,,,210.34,,,,,,,,
1575.3,214.64,214.24,214.97,210.98,,208.58,212.17,,,210.49,,,,,,,,
1576.3,214.67,214.32,215.05,210.94,,208.59,212.28,,,210.63,,,,,,,,
1577.3,214.71,214.39,215.14,210.92,,208.64,212.4,,,210.75,,,,,,,,
1578.3,214.75,214.45,215.24,210.94,,208.73,212.53,,,210.86,,,,,,,,
1579.3,214.77,214.52,215.35,211.02,,208.86,212.7,,,210.98,,,,,,,,
1580.3,214.77,214.58,215.43,211.13,,209,212.9,,,211.11,,,,,,,,
1581.3,214.77,214.64,215.47,211.26,,209.16,213.1,,,211.25,,,,,,,,
1582.2,214.78,214.71,215.47,211.38,,209.3,213.29,,,211.37,,,,,,,,
1583.2,214.81,214.78,215.46,211.49,,209.45,213.45,,,211.49,,,,,,,,
1584.2,214.84,214.85,215.46,211.59,,209.6,213.57,,,211.59,,,,,,,,
1585.2,214.89,214.93,215.51,211.7,,209.77,213.67,,,211.68,,,,,,,,
1586.2,214.93,215.02,215.57,211.83,,209.95,213.74,,,211.77,,,,,,,,
1587.2,214.95,215.11,215.62,211.97,,210.12,213.8,,,211.87,,,,,,,,
1588.2,214.98,215.21,215.63,212.1,,210.28,213.86,,,211.98,,,,,,,,
1589.1,215.03,215.31,215.61,212.22,,210.42,213.88,,,212.1,,,,,,,,
1590.1,215.1,215.42,215.57,212.3,,210.54,213.88,,,212.2,,,,,,,,
1591.1,215.19,215.52,215.54,212.36,,210.65,213.85,,,212.3,,,,,,,,
1592.1,215.29,215.63,215.55,212.41,,210.76,213.8,,,212.38,,,,,,,,
1593.1,215.36,215.74,215.59,212.47,,210.88,213.75,,,212.48,,,,,,,,
1594.1,215.43,215.83,215.62,212.57,,210.99,213.71,,,212.59,,,,,,,,
1595,215.49,215.91,215.62,212.7,,211.08,213.65,,,212.72,,,,,,,,
1596,215.56,215.97,215.58,212.84,,211.17,213.6,,,212.87,,,,,,,,
1597,215.65,216,215.5,212.99,,211.25,213.57,,,213.03,,,,,,,,
1598,215.76,216.01,215.43,213.13,,211.35,213.53,,,213.2,,,,,,,,
1599,215.88,216.02,215.41,213.25,,211.46,213.48,,,213.37,,,,,,,,
1600,215.98,216.03,215.42,213.37,,211.59,213.43,,,213.55,,,,,,,,
1601,216.06,216.04,215.47,213.51,,211.71,213.36,,,213.73,,,,,,,,
1601.9,216.14,216.03,215.51,213.64,,211.83,213.31,,,213.91,,,,,,,,
1602.9,216.21,216.02,215.51,213.79,,211.93,213.28,,,214.11,,,,,,,,
1603.9,216.29,216,215.49,213.93,,212.03,213.28,,,214.31,,,,,,,,
1604.9,216.37,215.98,215.48,214.04,,212.14,213.29,,,214.51,,,,,,,,
1605.9,216.45,215.99,215.5,214.13,,212.27,213.31,,,214.69,,,,,,,,
1606.9,216.53,216.03,215.56,214.19,,212.42,213.32,,,214.85,,,,,,,,
1607.9,216.6,216.1,215.64,214.22,,212.55,213.34,,,214.99,,,,,,,,
1608.8,216.66,216.18,215.72,214.26,,212.67,213.38,,,215.1,,,,,,,,
1609.8,216.71,216.27,215.77,214.3,,212.75,213.46,,,215.21,,,,,,,,
